id,text,cleaned_text_with_stop_words_removal,label
1608726312272924675,Congratulations Prime Minister Shri Pushpa Kamal Dahal also known as 'Prachanda' been politics for many years commitment to well being of the people of #nepali #Kathmandu @PM_nepal_,congratul prime minist shri pushpa kamal dahal also known prachanda polit mani year commit well peopl,positive
1608725761279787008,"#Nepal has had 12 PMs since 2008 and this election too doesn\xe2\x80\x99t promise stability. Horse trading will continue and @cmprachanda will find it tricky to manage 7 party coalition\nI write for @TheHinduComment \n\nNepal Politics, Past, Present, and Future https://t.co/Whd1BIjZUA",12 pm sinc 2008 elect doesnxe2x80x99t promis stabil hors trade continu find tricki manag 7 parti coalitionni write nnnepal polit past present futur,positive
1608704435080790016,"Either due to the havoc wreaked by the ongoing #COVID crisis or confounded by the complexity of Nepali politics, the Chinese reaction to #Nepal\xe2\x80\x99s election results has been rather muted, states @antaragsingh https://t.co/AyRP4HCUk1",either due havoc wreak ongo crisi confound complex nepali polit chines reaction xe2x80x99 elect result rather mute state,negative
1608536965150027776,When a person has bloody history they try to disconnect as much as possible from the general public. This guy @cmprachanda is a shame for the politics and to the people of Nepal. Shameless coward cannot take a small bit of criticism. @hamrorabi,person bloodi histori tri disconnect much possibl gener public guy shame polit peopl nepal shameless coward cannot take small bit critic,negative
1608503302018433030,"After entertaining with a potpourri f #power &amp; #Politics in S 1,#crime #Thriller #webseries #KathmanduConnection is back with its 2nd season on \n@SonyLIV . #Entertainment #sonyliv #crime #Nepal #Kathmandu #Digital @akshapardasany @AmitSial\n\nhttps://t.co/N5CZaICYQk https://t.co/uLG1PF4mRR",entertain potpourri f amp 1 back 2nd season n nn,positive
1608432420226797568,"""In the near term, the key challenge facing Nepal\xe2\x80\x99s new prime minister will be negotiating the demands of a shaky coalition, some of whose members are his ideological opponents.""\n\n@amish973 updates us on Nepali politics for our latest #HimalBriefs.\nhttps://t.co/qMNZ6Zto6q",near term key challeng face nepalxe2x80x99 new prime minist negoti demand shaki coalit whose member ideolog opponentsnn updat us nepali polit latest n,negative
1608937344635109376,"The road ahead for any #government appears to be bumpy as it would face challenges like reviving the slow #economy &amp; reducing the growing influence of some other international players in #Nepal, says @bansh_jha https://t.co/Ll2gENZtge",road ahead appear bumpi would face challeng like reviv slow amp reduc grow influenc intern player say,positive
1608865623727038467,"Despite the \xe2\x80\x9c#communist victory\xe2\x80\x9d in #Nepal, there seem to be some apprehensions within #Chinese strategic circles about the stability of this new coalition government. @antaragsingh analyses https://t.co/Kl3p7LnHAt",despit xe2x80x9c victoryxe2x80x9d seem apprehens within strateg circl stabil new coalit govern analys,negative
1608857976906956802,"TKP: Oli to lead drafting of government\xe2\x80\x99s common programme\n\nThe panel he heads will work as a political mechanism to support the government, at least in the UML\xe2\x80\x99s reading.\n\nhttps://t.co/2mHbAVkOeB \xe2\x80\x94 by tikapradhan -",tkp oli lead draft governmentxe2x80x99 common programmennth panel head work polit mechan support govern least umlxe2x80x99 readingnn xe2x80x94 tikapradhan,positive
1608854276507598854,"The more remittances you send to Bangladesh, the government adds 3% more, so that there is no hundi transaction and foreign money comes into the country. Mobile phones are given with pleasure. But in Nepal, brokers have run the government together,",remitt send bangladesh govern add 3 hundi transact foreign money come countri mobil phone given pleasur nepal broker run govern togeth,positive
1608849900447596545,@Nepalipost MDMS is needed to curb Grey Phone market and enhance security in Nepal by bringing them all into the system. I think government will revise the policy for gifts/returning workers from abroad and implement it again.,mdm need curb grey phone market enhanc secur nepal bring system think govern revis polici giftsreturn worker abroad implement,positive
1608849126678220800,"\xf0\x9f\x87\xa8\xf0\x9f\x87\xb3\xf0\x9f\x9a\x9e\xf0\x9f\x87\xb3\xf0\x9f\x87\xb5 Why planned China-#Nepal railway is not an easy job? \n\nIt will take years from the feasibility study, construction, to final operation.\nIt also needs a strong support from the politicians, government officials and financial institutions. https://t.co/wB2XOv5VMT",xf0x9fx87xa8xf0x9fx87xb3xf0x9fx9ax9exf0x9fx87xb3xf0x9fx87xb5 plan china railway easi job nnit take year feasibl studi construct final operationnit also need strong support politician govern offici financi institut,positive
1608834248244617216,"@PeaceInBhutan urges the Honorable @kpsharmaoli, who shouldered the responsibility of developing a common minimum program for this coalition Government to include the ""Bhutanese refugees issue"" as one of the common minimum programs. @cmprachanda @PM_nepal_ https://t.co/qsytNyDkLd",urg honor shoulder respons develop common minimum program coalit govern includ bhutanes refuge issu one common minimum program,positive
1608828412495527939,"Following public pressure and outrage, government wavers on plans to make foreign #phones not work unless users register and pay tax. \n\nYou might want to think twice about bringing your #mobile to #Nepal. Details in this story: https://t.co/Bd83pXqLle",follow public pressur outrag govern waver plan make foreign work unless user regist pay tax nnyou might want think twice bring detail stori,negative
1608824574837391360,"@hamrorabi @RajendraLingden\nI have one request for the Nepal government:that they allow for rapists to be killed,and an execution rule be put for them,involving the cutting of their ureters.Furthermore,an execution rule should also be put in place for human killers @lelin_basnet",ni one request nepal governmentthat allow rapist killedand execut rule put theminvolv cut uretersfurthermorean execut rule also put place human killer,negative
1608823355347697665,India's Official Reaction on Nepal New Government lead by @cmprachanda \nhttps://t.co/BgO7Lb9f2q,india offici reaction nepal new govern lead n,neutral
1608820571021926409,"Straddling the rim of Tibet and Nepal, the world\xe2\x80\x99s highest mountain had remained unknown to western humankind until 1852, when surveyors discovered it during the ongoing British government\xe2\x80\x99s charting of India. (India was part of the British Empire at the time.)",straddl rim tibet nepal worldxe2x80x99 highest mountain remain unknown western humankind 1852 surveyor discov ongo british governmentxe2x80x99 chart india india part british empir time,neutral
1608817215540977669,"""Tibetans living as refugees in Nepal are likely to face continued restrictions on their movements and political activities under the government of Nepal\xe2\x80\x99s new prime minister, a former Maoist guerrilla leader who is seen as being close to China.""\nhttps://t.co/ulDDU1cszQ",tibetan live refuge nepal like face continu restrict movement polit activ govern nepalxe2x80x99 new prime minist former maoist guerrilla leader seen close chinan,neutral
1608816600765075456,Nepal's @MofaNepal should question the #Combodia government about why it took more than five hours to rescue our citizens.\xc2\xa0#Nepal #combodia #nirakarpandey,nepal question govern took five hour rescu citizensxc2xa0,positive
1608813317208043521,"Nepal's political leadership never thought for the country and the public but is always in the race to form a new government under its leadership. If they continue to betray the people's mandate, this could trigger political instability like in Sri Lanka.",nepal polit leadership never thought countri public alway race form new govern leadership continu betray peopl mandat could trigger polit instabl like sri lanka,negative
1608797576614100993,TKP: The year of diseases\n\nHealth authorities admit that the government utterly failed to protect the people in times of emergency.\n\nhttps://t.co/BIPpqFX8tx \xe2\x80\x94 by arjunpoudeltkp\n\n#YearEnder2022 -,tkp year diseasesnnhealth author admit govern utterli fail protect peopl time emergencynn xe2x80x94 arjunpoudeltkpnn,neutral
1608795241322012672,"Together with our partner, the government &amp; community members, @CBM_Global &amp; @koshish_org are raising awareness on #SuicidePrevention in #Nepal. \n\nWhat have we done so far? Read on \xf0\x9f\x91\x87\n\n#YearInReview #MentalHealth\n\nhttps://t.co/3slRDRrfbd",togeth partner govern amp commun member amp rais awar nnwhat done far read xf0x9fx91x87nn nn,neutral
1608782179139735556,Government Sends Letter To 'Gavi' Asking For Booster Vaccines\nhttps://t.co/azMibGxVvE,govern send letter gavi ask booster vaccinesn,neutral
1608764987987857408,I don\xe2\x80\x99t want to pay taxes to phones that I buy for my mom and dad! \n#NepalGovernment\n#noremittance,donxe2x80x99t want pay tax phone buy mom dad nn,neutral
1608759388654964742,Government-Backed Down After 'No Remittance' Campaign Started\nhttps://t.co/WY3rzlFqbZ,governmentback remitt campaign startedn,negative
1608756777310629888,#NarendraModi was the first foreign head of the government to congratulate #Prachanda upon his election as the Prime Minister of Nepal on December 25.\n\n@cmprachanda https://t.co/i9iHgPthLu,first foreign head govern congratul upon elect prime minist nepal decemb 25nn,positive
1608131187180195842,#Economy\n#Neutral\n$PGPGF \n2022/12/29 00:30\nNepal's power sector may lose competitive advantage to India's new policy\nhttps://t.co/8XQMFAZaCq,nnpgpgf n20221229 0030nnepal power sector may lose competit advantag india new policyn,neutral
1608112044116508672,"@MFA_China Oh, you mean to rape, murder, &amp; terrorize the population of Taiwan while looting their economy as you did in Nepal, Tibet, Bhutan, Mongolia, Hong Kong, &amp; Xinjiang &amp; persecute groups within like Christians, Buddhists, Fulon Gong, Muslims, while crushing the civil rights of all.\xf0\x9f\xa4\xa1",oh mean rape murder amp terror popul taiwan loot economi nepal tibet bhutan mongolia hong kong amp xinjiang amp persecut group within like christian buddhist fulon gong muslim crush civil right allxf0x9fxa4xa1,negative
1608105205790552069,"The private sector stakeholders, who had been protesting against the government and Nepal Rastra Bank (NRB) for the past one month, have withdrawn their protests after the government pledged to address their demands.\nhttps://t.co/W8pZkubJUD\n#Economy #GovernmentofNepal",privat sector stakehold protest govern nepal rastra bank nrb past one month withdrawn protest govern pledg address demandsn,negative
1608103441582395398,"Nepal Stock Exchange (Nepse) on Wednesday declined 11.81 points, after the investors rushed to book profit that they earned from the past two days when the market rose by 116 points in total.\nhttps://t.co/85q6mX7sSd\n#economy #StockMarket",nepal stock exchang neps wednesday declin 1181 point investor rush book profit earn past two day market rose 116 point totaln,positive
1597698760540565505,"@Bsnt_Dhakal @baabajee @ShahBalen Just because you are socialist doesn't mean Nepal is a socialist nation. Matter of fact why did you leave a splendid socialist country for a capitalist country?We want to build a nation where nothing is taken care of by the government,just like US. We want to pay for everything.",socialist doesnt mean nepal socialist nation matter fact leav splendid socialist countri capitalist countryw want build nation noth taken care governmentjust like us want pay everyth,positive
1597682101285191680,@kznepali @piersmorgan Do you have any official source from the government of Nepal speaking about the number of work-related deaths\n\nI want to learn more about this issue because I don't want to blindly sided anyone\n\nAll I wish is that these are a false accusations because one life is already so much,offici sourc govern nepal speak number workrel deathsnni want learn issu dont want blindli side anyonennal wish fals accus one life alreadi much,positive
1597669700875362304,Could we add storytellers to help with government accountability in ghost towns in Nepal ?,could add storytel help govern account ghost town nepal,positive
1597644281799663618,"Forty years ago, deforestation was threatening to wipe out Nepal's forests.\n\nSo the government started handing out portions of national forests to local communities. The land is managed and cultivated by local volunteers.\n\nNow, forests cover 45% of Nepal's land. https://t.co/afCkVP7z42",forti year ago deforest threaten wipe nepal forestsnnso govern start hand portion nation forest local commun land manag cultiv local volunteersnnnow forest cover 45 nepal land,negative
1597621414911164419,"\xf0\x9f\x97\x9e\xef\xb8\x8fNews\n\nAs of November 20,2022,there had been over 52,557 reported dengue cases in #Nepal since the beginning of the year and 60 deaths attributed to the disease according to government statistics. \n@hrw \n\n\xf0\x9f\x94\x97https://t.co/2sbjEMAO2l\n#ClimateCrisis #Peace #environment #HumanRights",xf0x9fx97x9exefxb8x8fnewsnna novemb 202022there 52557 report dengu case sinc begin year 60 death attribut diseas accord govern statist n nnxf0x9fx94x97,neutral
1597620751099518976,"@NirajNPL : Dear Niraj if I wish to send my tweet to the Government of Nepal, what should be the address of my tweet. Please let me know \xf0\x9f\x99\x8f",dear niraj wish send tweet govern nepal address tweet pleas let know xf0x9fx99x8f,positive
1597602440266010626,Over Half A Dozen Prime Ministerial \nAspirants in Nepal Congress.\nThe top leaders of the \nNepali Congress (NC) \nhave intensified their efforts \nto form and lead the new government \neven before the final results of the general elections.\n\n\xe2\x80\x94myRepublica - The New York Times Partner. https://t.co/pQqGEyTUvw,half dozen prime ministeri naspir nepal congressnth top leader nnepali congress nc nhave intensifi effort nto form lead new govern neven final result gener electionsnnxe2x80x94myrepublica new york time partner,positive
1597593453374078979,"Human Rights Watch urges #Nepal government to confront growing threat of tropical diseases amidst global warming.\nRead on, Nepal\xe2\x80\x99s dengue outbreak exposes #climate risk:\nhttps://t.co/1mfeOIlVxM",human right watch urg govern confront grow threat tropic diseas amidst global warmingnread nepalxe2x80x99 dengu outbreak expos riskn,negative
1597590312465346560,I heard and saw somewhere in India like this accommodation being made for sukumbasee there is jhuggijhupadi residence! By Gandhi government but still same people! Living both countries in India and Nepal. In the US illegal immigrants problem \xe2\x9a\xa0\xef\xb8\x8f,heard saw somewher india like accommod made sukumbase jhuggijhupadi resid gandhi govern still peopl live countri india nepal us illeg immigr problem xe2x9axa0xefxb8x8f,negative
1597564450009059330,"Earlier Kwatra served as India's envoy to Nepal. He is known to have extensive expertise in dealing with India's neighbourhood as well as the US, China and Europe\n\n@AmbVMKwatra | @narendramodi | #G20Presidency | #G20Summit | #G20India | #Governance\n\nhttps://t.co/pKuQJ63bLr",earlier kwatra serv india envoy nepal known extens expertis deal india neighbourhood well us china europenn nn,positive
1597563592752377856,HRW urges Nepalese government to take action to address dengue outbreak\nhttps://t.co/jhPu4fMVFS\n#HRW #Nepal #action #dengue https://t.co/HxLNXyrl7b,hrw urg nepales govern take action address dengu outbreakn,neutral
1597557124070268929,"@To_SG_FHFAES @Rajendraknwar01 I am from Damak, Jhapa. Mr KP Oli has done good work there as well. Main thing is unstable government. That's why i hate Madhab Nepal and Jhalanath khanal the most.",damak jhapa mr kp oli done good work well main thing unstabl govern that hate madhab nepal jhalanath khanal,negative
1597551444508696577,@ThahaKhabar We can't do anything for energy .you should have a right to talk about rufugess case because rufugess of Nepal hasn't providing land in valley area . Government should be providing for land in outside of valley.,cant anyth energi right talk rufugess case rufugess nepal hasnt provid land valley area govern provid land outsid valley,positive
1597546955936518144,"Machhapuchhre, also known as Fishtail, is the highest peak, that has never been officially climbed because of the impossibility of gaining a permit from the government of Nepal. \xe2\x9c\x85\xf0\x9f\x98\x8a\n\n#mardi #trekking #machhapuchhre #heavenhimalaya #hiking #highestpeaks #green #nature #forest https://t.co/f6b9P9fBz0",machhapuchhr also known fishtail highest peak never offici climb imposs gain permit govern nepal xe2x9cx85xf0x9fx98x8ann,positive
1597546947640197121,New government will complete full five years: CPN US https://t.co/kQOVGIxo9v,new govern complet full five year cpn us,neutral
1597536828139372545,"Fostering the Sector Wide Approach #SWAp in health sector in Nepal with functional partnership between government and EDPs.\nBuilding on foundations laid and moving forward to address critical gaps in health sector requires collective endeavour, says @nurpant #EDP Chair #NJAR https://t.co/Dtw9fHvKjz",foster sector wide approach health sector nepal function partnership govern edpsnbuild foundat laid move forward address critic gap health sector requir collect endeavour say chair,negative
1597529637558845441,Why MPS From Did Not Return Government Service Facilities? https://t.co/LJEKSEcIBi,mp return govern servic facil,neutral
1597508002902179842,"1-After the general election 2022, the foreign interference market is heated up pending the formation of new government in Nepal. Media reports are full of Indian diplomats\xe2\x80\x99 maneuver- talks with politicians in the power corridor. They do not stop here. Because India is there...",1after gener elect 2022 foreign interfer market heat pend format new govern nepal media report full indian diplomatsxe2x80x99 maneuv talk politician power corridor stop india,positive
1597724369014624256,"@inkthink We cant do shit people know what the middle east are doing to the people from the third world countries ,what if the next day we start voicing and the middle east start banning people from Nepal to go middle east for work.That'll be a huge economy collapse.",cant shit peopl know middl east peopl third world countri next day start voic middl east start ban peopl nepal go middl east workthatl huge economi collaps,positive
1597658181576331264,@ndtvfeed #LessonsFromNeighbors Srilanka on economy Nepal old trusted party Pakistan on terrorism China on outcome of suppression. Blunders even after forewarned?,srilanka economi nepal old trust parti pakistan terror china outcom suppress blunder even forewarn,positive
1597595672198496258,Nepal Rastra Bank (NRB) has taken action against a number of commercial banks found involved in misconduct in their daily operations.\nhttps://t.co/DjJyVr1Zdx\n#Economy #NRB,nepal rastra bank nrb taken action number commerci bank found involv misconduct daili operationsn,positive
1597579882711728129,#exchangesmatter\n@FulbrightPrgrm in collaboration with the @NepalHumphreys conducted a program on \xe2\x80\x9cPost - COVID Economy of Nepal: Challenges and Remedies\xe2\x80\x9d as part of the Humphrey Fellowship Alumni Global Policy Series. \n#Fulbright #StudyintheUSA #humphreyfellowship #humphrey https://t.co/G8ig4l3QEU,n collabor conduct program xe2x80x9cpost covid economi nepal challeng remediesxe2x80x9d part humphrey fellowship alumni global polici seri n,positive
1597531451297132544,"Kerung-Kathmandu railway line is Dragon line to Nepal death. Dragon curses Nepal through its project &amp; its survey, making its economy Topsy-Turvy, bribing elite corrupt &amp; country a Chinese slave. #NepalIsNextSrilanka",kerungkathmandu railway line dragon line nepal death dragon curs nepal project amp survey make economi topsyturvi bribe elit corrupt amp countri chines slave,negative
1597520187879985152,Nepal is reviewing its seven-month-old import ban on certain products after the International Monetary Fund (IMF) questioned the wisdom of lengthening it since it was hurting trade and the economy.\n\nhttps://t.co/2IRMVnBqqH,nepal review sevenmonthold import ban certain product intern monetari fund imf question wisdom lengthen sinc hurt trade economynn,negative
1597495801738952704,"Kerung-Kathmandu railway line project is an offer to develop an expanded, interdependent market for China to build a high technology economy, crucially at the cost of ruining Nepal. #NepalIsNextSrilanka\n\nhttps://t.co/GCXt5RYT7o",kerungkathmandu railway line project offer develop expand interdepend market china build high technolog economi crucial cost ruin nepal nn,negative
1597444303512403968,"#KerungKathmandu railway line is Dragon line to #Nepal death. Dragon curses #Nepal through its project &amp; its survey, making its economy Topsy-Turvy, bribing elite corrupt &amp; country a #Chinese slave.\n\n#NepalIsNextSrilanka \n#ChinaProtests \n#ChinaProtest2022 https://t.co/zRMdaqMu0m",railway line dragon line death dragon curs project amp survey make economi topsyturvi bribe elit corrupt amp countri slavenn n n,negative
1597339797877841920,"Budget of Pak Navy: Rs 165.3 bn\nBudget of Punjab Police: Rs 149.1 bn\n\n#Pak being turned into a vassal state of #India. We need better military &amp; political leadership, better economy &amp; resources for our forces if we don't want to become Nepal or #Sri Lanka. \n\n#Khilafah4Pak",budget pak navi rs 1653 bnnbudget punjab polic rs 1491 bnnn turn vassal state need better militari amp polit leadership better economi amp resourc forc dont want becom nepal lanka nn,positive
1597276639272046606,"""A highly useful summary of Nepal\xe2\x80\x99s transformation into a modern nation state"" - @BookReviewsAsia on @jrs437's Political Economy of Social Change and Development in Nepal\n\nGet your copy here: https://t.co/WGso7aT6RK\n\nhttps://t.co/HIZig9Y3PA #Nepal #development #politics #review",highli use summari nepalxe2x80x99 transform modern nation state polit economi social chang develop nepalnnget copi,positive
1597265529131044864,Nepal economy decrease day by day due to the corrupted government system \xf0\x9f\x98\xa1,nepal economi decreas day day due corrupt govern system xf0x9fx98xa1,neutral
1597235508929003520,The Melamchi Water Supply Project has started releasing water to the tunnel from the headworks (source of origin) at Ambathan in Helambu from Monday.\nhttps://t.co/lspa59j6is\n#Economy #Melamchi,melamchi water suppli project start releas water tunnel headwork sourc origin ambathan helambu mondayn,neutral
1597222592171376641,"Nepal need to learn lesson from the covid pandemic crisis that how china spread the virus to whole world, leaving small nations in worst health crisis, there by affecting their economy to worst level. \n#NepalIsNextSrilanka\n\nhttps://t.co/wW2OmUYNc7",nepal need learn lesson covid pandem crisi china spread viru whole world leav small nation worst health crisi affect economi worst level nnn,negative
1597211684208541697,Nepal Stock Exchange (Nepse) on Monday plunged 15.61 points despite Nepal Rastra Bank adopting flexible measures in the revised monetary policy.\nhttps://t.co/WhygHK82HN\n#Economy #StockMarket,nepal stock exchang neps monday plung 1561 point despit nepal rastra bank adopt flexibl measur revis monetari policyn,positive
1597184246548148226,China is threat for Humanity \nIt illegall\nSpreads Corona as biological war to destabilize the world economy\nSupporting two terror mindset nations like N.korea &amp; Pakistan to black mail world\nNow eyes of Nepal to encroachment by its fake development\n#NepaIIsNextSrilanka,china threat human nit illegallnspread corona biolog war destabil world economynsupport two terror mindset nation like nkorea amp pakistan black mail worldnnow eye nepal encroach fake developmentn,negative
1597169814140686337,China is threat to Humanity \nIt illegally occupied Tibet pretext of development.\nSpreads Corona as biological war to destabilize the world economy\nNw eyes of Nepal 2 encroachment by its fake development\n#NepaIIsNextSrilanka https://t.co/cnOhPakCGj,china threat human nit illeg occupi tibet pretext developmentnspread corona biolog war destabil world economynnw eye nepal 2 encroach fake developmentn,negative
1597169583617495040,"Kerung-Kathmandu railway line project is an offer to develop an expanded, interdependent market for \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3&amp; also to create favourable conditions required for \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3to build a high technology economy, crucially at the cost of ruining Nepal. #NepalIsNextSrilanka\n\nhttps://t.co/Zy4jGCLxWm",kerungkathmandu railway line project offer develop expand interdepend market xf0x9fx87xa8xf0x9fx87xb3amp also creat favour condit requir xf0x9fx87xa8xf0x9fx87xb3to build high technolog economi crucial cost ruin nepal nn,neutral
1597716203534852099,Home of 'Australian goblin' becomes nature reserve in Nepal.,home australian goblin becom natur reserv nepal,neutral
1597696628810567682,Nepal Likely to Have Hung Parliament; PM Deuba-led Ruling NC Emerges Single Largest Party ||\xc2\xa0G7TAMIL https://t.co/Az87ZPXGvq,nepal like hung parliament pm deubal rule nc emerg singl largest parti xc2xa0g7tamil,positive
1597693556805672961,Home of 'Australian ogre' becomes nature reserve in Nepal.,home australian ogr becom natur reserv nepal,neutral
1597665732246245376,@CaAbdur @Bu7amad85 @piersmorgan Dude I am from Nepal and have seen caskets coming back to families in news. Why would Nepal have any propoganda against Qatar. Do your research too.,dude nepal seen casket come back famili news would nepal propoganda qatar research,neutral
1597656672176148481,MyRepublica: Deuba solicits votes for PP leader election as pressure mounts on him to pave the way for youth leaders - https://t.co/K1ube3g4Od,myrepublica deuba solicit vote pp leader elect pressur mount pave way youth leader,negative
1597640600777822208,Boosting economy through apple \xf0\x9f\x8d\x8e\n#economy #market #business #Nepal #good #news https://t.co/PDxWPnzhKu,boost economi appl xf0x9fx8dx8en,positive
1597624625021714438,"Nepal Election 2022 These 6 Leaders Of Nepali Congress Are In The Race For The Post Of PM, But Sher Bahadur Deuba Has The Upper\xc2\xa0Hand https://t.co/r0GuFcFcFd",nepal elect 2022 6 leader nepali congress race post pm sher bahadur deuba upperxc2xa0hand,neutral
1597610957999861761,It's time for RONB's extra dose of news for today. #StayUpdated https://t.co/ciz3I29ijI,time ronb extra dose news today,neutral
1597603821664043009,MyRepublica: UML candidate Chaudhary defeats NC\xe2\x80\x99s Gachchhadar from Sunsari-3 - https://t.co/DSt7oKDl9t,myrepublica uml candid chaudhari defeat ncxe2x80x99 gachchhadar sunsari3,negative
1597603055582973956,CPN UML candidate Bhagwati Chaudhary has defeated Nepali Congress (NC) candidate Bijay Kumar Gachchhadar from Sunsari-3 in the elections to the member of the House of Representatives.\nhttps://t.co/Pz6IW4pq72\n#News #elections2022,cpn uml candid bhagwati chaudhari defeat nepali congress nc candid bijay kumar gachchhadar sunsari3 elect member hous representativesn,negative
1597602556544679937,TKP: UML\xe2\x80\x99s Bhagwati Chaudhary elected from Sunsari-3 https://t.co/YZuR286QxT https://t.co/VYxbSyuzLC,tkp umlxe2x80x99 bhagwati chaudhari elect sunsari3,neutral
1597602545987645441,TKP: Khagendra GC elected vice president of Socialist International https://t.co/3Vb3EgzQgV https://t.co/V8Rqw0AMyJ,tkp khagendra gc elect vice presid socialist intern,neutral
1597599935297474560,China Southern resumes flights to Nepal https://t.co/MX4YP311lP,china southern resum flight nepal,neutral
1597598822712201220,"news:In Nepal, officials defend detusking to reduce human-elephant conflict - https://t.co/OIMk7PoOX5 https://t.co/xdIna30eaj",newsin nepal offici defend detusk reduc humaneleph conflict,negative
1597598821793632256,news:Nepal's deadlocked election threatens political turmoil - DW (English) https://t.co/32CLEVNy6J,newsnep deadlock elect threaten polit turmoil dw english,negative
1597598820908539905,news:Nepal's main party leading in poll results but no majority - ABC News https://t.co/UJorEOEYkt,newsnep main parti lead poll result major abc news,negative
1597598819965095936,news:New standard brings best practices to bear in Nepal's red panda conservation - https://t.co/OIMk7PpmMD https://t.co/5WIDkOLF4p,newsnew standard bring best practic bear nepal red panda conserv,positive
1597598818861817856,news:Nepal: Dengue Surge Exposes Climate Risk - Human Rights Watch https://t.co/5YumOzPUbO,newsnep dengu surg expos climat risk human right watch,negative
1597596237125017601,"The National Land Commission, Kathmandu has accused the Kathmandu Metropolitan City (KMC) of demolishing the settlement of landless squatters in the Thapathali area using dozers without making an alternative arrangement.\nhttps://t.co/JbESV6xiQ0\n#News #KMC",nation land commiss kathmandu accus kathmandu metropolitan citi kmc demolish settlement landless squatter thapathali area use dozer without make altern arrangementn,negative
1597595312406798338,The government has instructed pharmaceutical companies and drug dealers not to manufacture and sell the medicines that contain Ethylene Glycol and Di-ethylene Glycol compounds.\nhttps://t.co/MPyRSkH0bH\n#News #harmfuldrugs,govern instruct pharmaceut compani drug dealer manufactur sell medicin contain ethylen glycol diethylen glycol compoundsn,neutral
1597620294327599104,Squatters living on the banks of Bagmati are protesting against Mayor Balen Shah of Kathmandu Metropolitan City. \n#squatters #protest #against #mayor #kathmandumetropolitancity #photojournalism #asia #kathmandu #n\xc3\xa9pal https://t.co/yMMgKQQeEO,squatter live bank bagmati protest mayor balen shah kathmandu metropolitan citi n xc3xa9pal,negative
1597509076229197824,Around 300 landless squatters on Tuesday gheraoed the\xc2\xa0Kathmandu metropolitan city\xc2\xa0office to protest the city government\xe2\x80\x99s plan to evict them from the Thapathali slum area on a bank of the Bagmati.\n#Nepal,around 300 landless squatter tuesday gherao thexc2xa0kathmandu metropolitan cityxc2xa0offic protest citi governmentxe2x80x99 plan evict thapathali slum area bank bagmatin,negative
1597508207181762561,OnlineKhabar: Landless squatters gherao Kathmandu city office to protest eviction plan - https://t.co/7QfoWy8QBR,onlinekhabar landless squatter gherao kathmandu citi offic protest evict plan,negative
1597505731250606080,Squatters continue protest against eviction drive https://t.co/HtZLpFusvA,squatter continu protest evict drive,negative
1597498124678975488,TKP: Squatters continue protest against eviction drive - https://t.co/wkj1nHShpN,tkp squatter continu protest evict drive,negative
1597486721272541185,The move follows a violent clash between the city police and the squatters on Monday. Over 30 police personnel are reported injured as the squatters attacked them with homemade weapons such as khukuri and sickle. \n#Nepal #Kathmandu #Protest \nhttps://t.co/l4ZJaSBUzq,move follow violent clash citi polic squatter monday 30 polic personnel report injur squatter attack homemad weapon khukuri sickl n n,negative
1597472958498439168,MyRepublica: Landless squatters protest outside KMC office - https://t.co/XvzBSmA8xb,myrepublica landless squatter protest outsid kmc offic,negative
1597470549001015297,"The slum-dwellers and landless squatters organized a protest outside Kathmandu Metropolitan City office, Sundhara, Kathmandu, on Tuesday morning following the metropolis\xe2\x80\x99s attempt to demolish their huts in the squatters\xe2\x80\x99 settlement in Thapathali on Monday.\nhttps://t.co/FeQRQXungS",slumdwel landless squatter organ protest outsid kathmandu metropolitan citi offic sundhara kathmandu tuesday morn follow metropolisxe2x80x99 attempt demolish hut squattersxe2x80x99 settlement thapathali mondayn,negative
1597451480147320832,"Slum dwellers stage a protest holding weapons after the team of Kathmandu Metropolitan City arrives to remove the dweller's settlement on the banks of the Bagmati River at the Thapathali area in Kathmandu, Nepal on Monday, November 28, 2022. https://t.co/OzerJYiPrh",slum dweller stage protest hold weapon team kathmandu metropolitan citi arriv remov dweller settlement bank bagmati river thapathali area kathmandu nepal monday novemb 28 2022,negative
1597432708262764551,TKP: China\xe2\x80\x99s lockdown protests spread to campuses and cities abroad - https://t.co/HuaB1P5oM7,tkp chinaxe2x80x99 lockdown protest spread campus citi abroad,negative
1597409805941243906,"Nepal:Protest of \xe2\x80\x9cSlum Squatter Community\xe2\x80\x9d.\n\nOn November 17, 2022 in Kathmandu, Nepal. Slum Squatter Community staged a protest against the team of Kathmandu Metropolitan City(KMC). https://t.co/1sF2bsJYcR",nepalprotest xe2x80x9cslum squatter communityxe2x80x9dnnon novemb 17 2022 kathmandu nepal slum squatter commun stage protest team kathmandu metropolitan citykmc,negative
1597228877901959169,TKP: China tightens security after rare protests against Covid curbs - https://t.co/BPh7A0Ujln,tkp china tighten secur rare protest covid curb,positive
1597225270960091136,"A #Slumdweller stage a #protest holding a weapons after the #KathmanduMetropolitan arrives to remove the dweller's settlement near the #BagmatiRiver at the #Thapathali area in #kathmandu , #Nepal on #Nov 28, 2022. #prabinranabhat #photojournalistnepal #photojournalism https://t.co/jLdtxxswP6",stage hold weapon arriv remov dweller settlement near area 28 2022,negative
